video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
6p-QzY5bxJ0,17.14.11,The 'Stranger Things' Kids Were Nearly a Motown Super Group,The Late Late Show with James Corden,24,2017-11-09T06:45:55.000Z,"James Corden|""The Late Late Show""|""Colbert""|""late night""|""late night show""|""Stephen Colbert""|""Comedy""|""monologue""|""comedian""|""impressions""|""celebrities""|""carpool""|""karaoke""|""CBS""|""Late Late Show""|""Corden""|""joke""|""jokes""|""funny""|""funny video""|""funny videos""|""humor""|""celebrity""|""celeb""|""hollywood""|""famous""",5541767,263918,1502,10706,https://i.ytimg.com/vi/6p-QzY5bxJ0/default.jpg,FALSE,FALSE,FALSE,"James and the young stars of Stranger Things - Finn Wolfhard, Gaten Matarazzo, Caleb McLaughlin, and Noah Schnapp - reunite their Motown cover band The Upside Downs.\n\nMore Late Late Show:\nSubscribe: http://bit.ly/CordenYouTube\nWatch Full Episodes: http://bit.ly/1ENyPw4\nFacebook: http://on.fb.me/19PIHLC\nTwitter: http://bit.ly/1Iv0q6k\nInstagram: http://bit.ly/latelategram\n\nWatch The Late Late Show with James Corden weeknights at 12:35 AM ET/11:35 PM CT. Only on CBS.\n\nGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B\n\n---\nEach week night, THE LATE LATE SHOW with JAMES CORDEN throws the ultimate late night after party with a mix of celebrity guests, edgy musical acts, games and sketches. Corden differentiates his show by offering viewers a peek behind-the-scenes into the green room, bringing all of his guests out at once and lending his musical and acting talents to various sketches. Additionally, bandleader Reggie Watts and the house band provide original, improvised music throughout the show. Since Corden took the reigns as host in March 2015, he has quickly become known for generating buzzworthy viral videos, such as Carpool Karaoke."
fiusxyygqGk,17.14.11,Marshmello - You & Me (Official Music Video),marshmello,10,2017-11-10T15:00:03.000Z,"selena gomez wolves|""alone marshmello""|""marshmello - alone""|""marshmellow""|""you and me""|""marshmello music video""|""marshmello you and me""|""cooking with mello""|""silence""|""wolves""|""havana""|""nuevo musica""|""nueva canciones""|""khalid""|""selena""|""alan walker""|""marshmello AMV""|""Toon53""|""Marshmello cartoon""|""cartoon""|""animated""|""animated music video""|""toons""|""cartoons""|""rick and morty""|""pickle rick""|""rollercoasters""|""roblox""|""marshmello roblox""|""naruto""|""marshmello singing""|""musically""|""top new songs""",3407008,207262,3167,13279,https://i.ytimg.com/vi/fiusxyygqGk/default.jpg,FALSE,FALSE,FALSE,PURCHASE YOU & ME HERE ▶ https://smarturl.it/melloyouandme\n\nWATCH WOLVES VERTICAL VIDEO ▶ https://youtu.be/hd2SGk90r9k\nWATCH SILENCE MUSIC VIDEO ▶ https://youtu.be/Tx1sqYc3qas\nWATCH FIND ME MUSIC VIDEO ▶ https://youtu.be/ymq1WdGUcw8\nWATCH MOVING ON MUSIC VIDEO ▶ https://youtu.be/yU0tnrEk8H4\nWATCH SUMMER MUSIC VIDEO ▶ https://youtu.be/2vMH8lITTCE\nWATCH ALONE MUSIC VIDEO ▶ https://youtu.be/ALZHF5UqnU4\nWATCH KEEP IT MELLO MUSIC VIDEO ▶ https://youtu.be/_J_VpmXAzqg\n\nSUBSCRIBE HERE ▶ http://www.youtube.com/marshmellomusic?sub_confirmation=1\n\nMARSHMELLO: \nSpotify | http://spoti.fi/2lxqzzm\nSoundCloud | http://soundcloud.com/marshmellomusic\nInstagram | http://instagram.com/marshmellomusic\nTwitter | http://twitter.com/marshmellomusic\nFacebook | http://facebook.com/marshmellomusic\n\nProduced & Directed by Toon53 Productions | https://www.toon53productions.com
QOksZ8VogRw,17.14.11,Bastille - World Gone Mad (from Bright: The Album) [Official Music Video],Atlantic Records,10,2017-11-09T17:03:42.000Z,"music|""official""|""music video""|""Bright""|""Bright: The Album""|""Bright The Album""|""Bastille""|""World Gone Mad""|""Atlantic Records""|""will smith""|""orc""",626688,25115,499,1392,https://i.ytimg.com/vi/QOksZ8VogRw/default.jpg,FALSE,FALSE,FALSE,Bastille - World Gone Mad from Bright: The Album \n\nBright The Album Available 12/13\nPre-Order/Stream Now - https://Atlantic.lnk.to/Bright \n\nWatch Bright exclusively on Netflix starting 12/22\n\nFollow Bastille\nhttps://www.facebook.com/bastilleuk/\nhttps://www.instagram.com/bastilledan\nhttps://twitter.com/bastilledan \n\nFollow Atlantic Records\nhttps://www.facebook.com/atlanticrecords\nhttps://www.instagram.com/atlanticrecords\nhttps://twitter.com/AtlanticRecords\n\nFollow Bright\nhttps://www.facebook.com/BrightMovie/\nhttps://www.instagram.com/bright/\nhttps://www.twitter.com/brightnetflix/\n\nDirected by RJ Sanchez and Brendan Vaughan\nA Snow Beach Production
lo5ERI5nPbM,17.14.11,Sharon Needles - Andy Warhol Is Dead [Official],Sharon Needles,10,2017-11-10T18:52:40.000Z,"Sharon Needles|""Andy Warhol Is Dead""|""Battle Axe""|""sharon""|""needles""|""andy""|""warhol""|""is""|""dead""|""battle""|""axe""|""drag""",74934,4577,292,440,https://i.ytimg.com/vi/lo5ERI5nPbM/default.jpg,FALSE,FALSE,FALSE,A Geek Mythology Production \n\nDirector Ben Simkins \nProducer Katelyn Simkins \nEdited by Katelyn and Ben Simkins\nStarring Sharon Needles\nDP Luke Askelson\nKey Grip Melanie Watson\nPA Michael Glod \nWigs Chad O'Connell\nExecutive Producer David Charpentier\n\nProducer Entertainment Group\n\nGet the single on iTunes:\nhttp://itunes.apple.com/album/id1309139954?ls=1&app=itunes\n\nGet the full album Battle Axe on iTunes:\nhttp://itunes.apple.com/album/id1288713669?ls=1&app=itunes
Ja_GMU7-sjs,17.14.11,Google Pixelbook: $1000 of Weird!,Marques Brownlee,28,2017-11-09T21:18:33.000Z,"Google Pixelbook|""Chromebook""|""Pixel""|""$1000""|""1000 dollar""|""1000""|""expensive chromebook""|""pixelbook review""|""pixelbook pen""|""chromebook pixel""|""chromebook""|""best chromebook""|""MKBHD""",1575525,52829,1524,5864,https://i.ytimg.com/vi/Ja_GMU7-sjs/default.jpg,FALSE,FALSE,FALSE,Pixelbook is a $1000 2-in-1 laptop/tablet and it's super weird.\nGoogle Pixelbook (i5): http://amzn.to/2hX8yr5\nThat hoodie: http://amzn.to/2hiy9dE\n\nVideo Gear I use: http://kit.com/MKBHD/video-gear#recommendation17959\n\nIntro Track: Drugs by Alltta\n\n~\nhttp://twitter.com/MKBHD\nhttp://snapchat.com/add/MKBHD\nhttp://google.com/+MarquesBrownlee\nhttp://instagram.com/MKBHD\nhttp://facebook.com/MKBHD
_6ViZ13mN9I,17.14.11,GSP and Tyron Woodley Talk About Their Potential Super Fight | The Hollywood Beatdown,TMZSports,17,2017-11-10T21:52:31.000Z,"TMZ|""TMZ Sports""|""TMZ Sports Channel""|""TMZ 2017""|""TMZ Sports 2017""|""Celebrity""|""Sports""|""Athletes""|""TMZ News""|""Famous""|""Hall of Fame""|""Sports News""|""TMZ2016FS11221""|""The Hollywood Beatdown""|""Tyron Woodley""|""UFC Tyron Woodley""|""UFC Champion Tylor Woodley""|""GSP""|""George St Pierre""|""Michael Bispin""|""UFC Fight""|""Tyron Woodley GSP Fight""|""Tyron Woodley George St Pierre""|""Conor McGregor""|""UFC Conor Mcgregor""|""Roy Halladay""|""Celine Dion""|""Steve Aoki""|""Celine dion My heart will go on live""",86296,629,77,642,https://i.ytimg.com/vi/_6ViZ13mN9I/default.jpg,FALSE,FALSE,FALSE,"Every Friday on TMZ Sports UFC Welterweight Champion Tyron The Chosen One Woodley dishes on his favorite stories in the world of Hollywood and Sports. Hear what Tyron is FIRED UP about, who he wants to PUNCH IN THE FACE, and his honest take on a story we like to call On The Real, Though.\n\nSUBSCRIBE -- http://po.st/TMZSportsSubscribe\n\nAbout TMZ Sports:\nSome of the best stories in sports have been off the field and we’re reporting on athletes from NFL, NBA, UFC, WWE, MLB and more!  \n\nSubscribe to TMZ Sports on YouTube for the latest news, exclusive interviews, clips from TMZ Sports on FS1 and videos of your favorite athletes and celebs. \n\nNeed More TMZ?\nTMZ Sports Website: http://po.st/TMZSportsWebsite\nLIKE TMZ Sports on Facebook!http://po.st/TMZSportsLike\nFOLLOW TMZ on Twitter! http://po.st/TMZFollow\nFOLLOW TMZ on Instagram! http://po.st/TMZInsta\nTMZ on TV & TMZ Sports on FS1 Tune In Info: http://po.st/TMZOnAir\nTMZ is on iOS! http://po.st/TMZiOS\nTMZ is on Android! http://po.st/TMZonAndroid\n\nGot a Tip?\nContact TMZ: http://po.st/TMZTip\n\nCheck out TMZ, TMZ Live, and toofab!\nTMZ: http://po.st/TMZWebsite\nSubscribe! TMZ: http://po.st/TMZSubscribe\nTMZ Live: http://po.st/TMZLiveWebsite\nSubscribe! TMZ Live: http://po.st/TMZLiveSubscribe\nToofab: http://po.st/toofabWebsite\nSubscribe! toofab: http://po.st/toofabSubscribe\n\nhttps://www.youtube.com/c/tmzsports"
F62QpaPWXDI,17.14.11,THE CHEAPEST & BEST EYESHADOWS?,Jamie Genevieve,22,2017-11-09T18:18:59.000Z,"jamie genevieve|""bblogger""|""youtuber""|""makeup""|""tutorial""|""how to""|""vlog""|""makeup tutorial""|""bleach london""|""louder powder""|""bleach london eyeshadows""|""cheapest eyeshadows""",110769,5029,81,305,https://i.ytimg.com/vi/F62QpaPWXDI/default.jpg,FALSE,FALSE,FALSE,"Subscribe and join the fam! http://www.youtube.com/jamiegenevieve\n\nHey guys! So excited to show you guys these shadows from BLEACH London. What do you think? J x\n\nPRODUCTS\n\nBleach London Louder Powder Single Eyeshadows (TD 2ma, TD ma, PH 4ma, AP 4ma, OTB 5ma)  - http://bit.ly/2yWuDQD\n\nBleach London Glitterati Single Glitter (Washed Up Mermaid) - http://bit.ly/2yXMeHU\n\nBleach London Large Palette - http://bit.ly/2yXKDlo\n\nTarte Shape Tape - http://bit.ly/2yWcpyp\n\nFenty Beauty Universal Powder - http://bit.ly/2yVwHIx\n\nLily Lashes in Mykonos - http://bit.ly/2gUV42b\n\nMac Yash Lipstick - http://bit.ly/2gVd0cY\n\nTarte - Tartiest Gloss Lip Paint -  http://bit.ly/2yX7Gg0\n\nFAVE EVER BRUSHES\n\nEYES & BROWS\nZoeva Complete Eye Set - http://bit.ly/2uGWKg9\nZoeva 224 - http://bit.ly/2upoieJ\nZoeva Shader - http://bit.ly/2uGJxUZ\nZoeva Pencil - http://bit.ly/2uGl5mD\nMorphe M507 - http://bit.ly/2uppCOJ\nMAC 224 - http://bit.ly/2uGoD88\nDose of Colors Concealer Brush - http://bit.ly/2uGM9lB\nDose of Colors Shader Brush - http://bit.ly/2up6QXU\n\nFACE\nZoeva Complete Face Set - http://bit.ly/2uGUhT6\nZoeva Powder Fusion - http://bit.ly/2uGnL3s\nCharlotte Tilbury Blush Brush - http://bit.ly/2upQazr\nCharlotte Tilbury Powder & Sculpt Brush - http://bit.ly/2uGgXD6\nBlank Canvas Buffing Brush - http://bit.ly/2uGTz8o\nPro Beauty Blender - http://bit.ly/2upF7q9\nMorphe M407 - http://bit.ly/2uH1YJ0\n\nMakeup Artist Starter Set - http://bit.ly/2upOZ35\nSmith Brushes - https://www.smithcosmetics.com/collections/brushes\n\n\nEQUIPMENT\nNew Filming Camera: http://bit.ly/2rOAl01\nOld Filming Camera (bit cheaper but still good) :  http://bit.ly/2t3Ibqb\nPhoto/Vlog Camera: http://bit.ly/2tGTHW2\nComputer: http://bit.ly/2t7EpwJ\nLaptop: http://bit.ly/2s87bs8\nRing Light: http://amzn.to/2kFz36Y\nSoft Boxes: http://amzn.to/2jUzeY0\nEditing Software: Final Cut Pro\n\n\nBE MY FRIEND:\nInstagram - http://www.instagram.com/jamiegenevieve\nTwitter - http://www.twitter.com/jamie_genevieve\nYouTube - http://www.youtube.com/jamiegenevieve\nSnapchat - jamie_genevieve\n\nDISCLAIMER:  Some of the above links are affiliate links, which means that if you click and make a purchase I may receive a small commission. This helps support my channel and allows me to continue to make videos like this! Thank you so much for the support.\n\nThis video was not sponsored.\n\nJ x"
g5c1bk8weaQ,17.14.11,FIRST TIME IM DOING THIS! TALKS WITH LIZA.,Liza Koshy,23,2017-11-10T03:43:43.000Z,"liza|""lizza""|""lizzza""|""lizzzavine""|""lizzzak""|""lizzzako""|""koshy""|""lizakoshy""|""wednesdays""|""top picks topics""|""conversations""|""boob talk""|""period talk""|""girl talk""|""talking to you""|""liza q and a""|""liza topics""|""liza koshy""|""liza koshy too""|""liza koshy characters""|""tea with liza""|""boobs""|""boob size""|""breast milk""|""having kids""|""when im having kids""|""liza pregnant""|""liza david pregnant""|""liza david kids""|""naming kids""|""kids names""|""comedy""|""improv""|""sketch""|""series""",3578502,307435,2573,12248,https://i.ytimg.com/vi/g5c1bk8weaQ/default.jpg,FALSE,FALSE,FALSE,"Having kids, having anxiety and not having boobs! Talking topics YOU tweeted! Trying something new here, and trying hard per usual lol. Thanks for watching babes! Stalk my other social medias down below: \n••••••••••••••••••••••••••••••••••••••••­­­•••••••••••\nHelp yourself to this website! https://www.mentalhealth.gov/\n••••••••••••••••••••••••••••••••••••••••­­­•••••••••••\nFun editing bits by: JOE VULPIS!\nCheck out this video of Joe and I (Comment LIZA IS CUTER THAN DAVID!) : https://youtu.be/oMO0Yix71Cg\n••••••••••••••••••••••••••••••••••••••••­­­•••••••••••\nKeep up with this little brown girl!\nINSTAGRAM: http://instagram.com/lizakoshy\nTWEET ME: http://twitter.com/lizakoshy @LIZAKOSHY\nSNAPCHAT: @lizakoshysnaps\nMUSICAL.LY: @lizakoshy\nBUSINESS INQUIRIES: LizaKoshyPartner@gmail.com\n••••••••••••••••••••••••••••••••••••••••­­­•••••••••••\nMusic Creds: \n•Jou Beats - Brasil\n••••••••••••••••••••••••••••••••••••••••­­­•••••••••••\nWATCH MY OTHER VIDS!\nTARGET WITH LIZZZA PART 2!: https://www.youtube.com/watch?v=weGc3...\nWORLD'S BEST BEAUTY HACKS!: https://www.youtube.com/watch?v=w38IG...\nMEET JET!!: https://www.youtube.com/watch?v=6-u9o...\n••••••••••••••••••••••••••••••••••••••••­­­•••••••••••\nPLEASE SUBSCRIBE!\nwww.youtube.com/lizakoshy\nwww.youtube.com/lizakoshytoo\n••••••••••••••••••••••••••••••••••••••••­­­•••••••••••\nThank you, lil talking thots lol\n\nLove,\nLiza"
3qYt_fXdaXY,17.14.11,Sweetie destroys Flav (Sweetie vs. Flavor Flav),Foolmarkt,24,2016-08-06T12:25:20.000Z,"flavor of love|""fighting""|""sweetie""|""flavor flav""|""vh1""|""fight""|""reality tv""|""tiffany pollard""|""best fight""",28960,399,14,114,https://i.ytimg.com/vi/3qYt_fXdaXY/default.jpg,FALSE,FALSE,FALSE,episode 4
Y5MqpKlKiSM,17.14.11,Decluttering My Life ✨,Gabriella Lindley,24,2017-11-10T15:42:33.000Z,"weekly vlog|""daily vlog""|""gabbie lindley""|""gabby lindley""|""gabriella lindley""|""gabriella""|""vlogtober""|""vlogmas""|""november vlogs""",106122,5364,153,284,https://i.ytimg.com/vi/Y5MqpKlKiSM/default.jpg,FALSE,FALSE,FALSE,WATCH NEXT - \nFeeling Left Out 😞 : https://www.youtube.com/watch?v=57gS07a7eKs&t=384s \n\n👽 I HAVE MERCH! : http://bit.ly/GabbiesMerch\n\nYou can also find me here.. \nMAIN CHANNEL : http://youtube.com/velvetgh0st\nTWITTER : http://twitter.com/velvetgh0st\nINSTAGRAM : http://instagram.com/velvetgh0st\nDEPOP : velvetgh0st\n\nFollow my BOOB JOB journey here! \nDAY 1 : http://bit.ly/1NYiZEU\nDAY 2 : http://bit.ly/1muD4IE\nDAY 3 : http://bit.ly/1J9uOI9\n\nTHE CAMERA I USE\nCanon 70D : http://bit.ly/1gS8tm2\nSigma f1.8 35mm Lens : http://amzn.to/1KW5P8n\nMy Vlog Camera - Canon G7X Mark ii : http://bit.ly/2bRC3HI
xg9ebVTL9yE,17.14.11,Empire Of The Sun - Way To Go,empireofthesunvevo,10,2017-11-10T05:00:06.000Z,"Empire|""Of""|""The""|""Sun""|""Way""|""To""|""Go""|""EMI""|""Alternative""|""eots""|""waay""|""too""|""goo""|""emipre of the sun""|""son""|""electronic""|""edm""|""australian""|""adm""|""aussie music. triplej""|""like a version""|""two leaves""|""flume""|""alison wonderland""|""cut copy""|""pnau""|""mgmt""|""hot chip""|""the presets""|""phoenix""|""hermitude""|""Nobumichi Asai""|""Ryo Kitabatake""",138988,7999,84,612,https://i.ytimg.com/vi/xg9ebVTL9yE/default.jpg,FALSE,FALSE,FALSE,"Download or stream “Way to Go” by Empire of the Sun: https://EmpireOfTheSun.lnk.to/OnOurWayHome \n\nConnect with Empire of the Sun: \nhttps://www.facebook.com/empireofthesun/\nhttps://twitter.com/EmpireOfTheSun\nhttps://www.instagram.com/empireofthesunsound/\n\nCreative Director: Nobumichi Asai [WOW inc.]\nDirector: Ryo Kitabatake [WOW inc.]\nCG Designer: Tsutomu Miyajima [WOW inc.]\nCG Designer: Daisuke Morikawaki [WOW inc.]\nCG Designer: Shota Oga [WOW inc.]\nTechnical Director: Nobumichi Asai [WOW inc.]\nProducer: Nobumichi Asai [WOW inc.]\nAssistant Producer: Ayaka Motoyoshi [WOW inc.]\n\nCamera: Kimihiro Morikawa\nLighting Director: Ryu Shima [NAGAIHOSHI Co.,Ltd.]\nHair&Make-up: Ina\nStylist: DAN\n\nCompositor & Colourist: Akio Sakamaki [jitto inc.]\n\nDigital Humans & Performance Capture: [ZUKUN LABORATORY]\n\nProducer: Kazuhiko Mino\nMotion Capture Supervisor: Kenya Miki\nFacial Capture Supervisor: Hiromu Kinoshita\nDigital Artist: Tomoya Tanaka\nDigital Artist: Deng Xiaohui\nDigital Artist: Cheng Ze\nDigital Artist: Satoko Itakura\nMotion Capture Specialist: Yuuka Tomita\nMotion Capture Specialist: Kouta Isomura\nMotion Capture Specialist: Kazuya Takahashi\nMotion Capture Specialist: Riku Okada\nMotion Capture Specialist: Rina Sawada\nFacial Capture Specialist: Taisei Kurita\nFacial Capture Specialist: Manami Kira\nFacial Capture Specialist: Diogo Ribeiro\nCG Project Manager: Yuko Sadaki\nCG Producer: Sawami Takahashi\nProduction Supervisor: Ayumu Kasai\n\n【Special Thanks】\nTranslator: Mika Iwasaka \nTranslator: Michiru Sasaki  [WOW inc.]\nTranslator: Sumiko Shiraishi [F.O.A. Inc.]\n\nLyrics: \n\nsurfing the snow\nare you ready for \na revolution to show the way \nseven more weeks until the day\n\nbecause heart breaks come in an bend us the wrong way \nplaces memory are changing into all things\n\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again\n\nwhat I see\nis nothing like before\ndreaming is the home of the brave \nfuture is the healing of pain\n\nbecause heart breaks come in an bend us the wrong way \nplaces memory are changing into all things\n\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again \n\nlike a cannonball\nshot across the floor\nwe have found a way through the darkest hour\nlike a cannonball\nshot across the floor\nwe have little time for worry\n\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again\ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again \ndoesn’t matter whats tripping you out theres ways to go\nthis is where we get carried away enough to start again \n\n© 2016 The Sleepy Jackson Pty Ltd and Nick Littlemore, under exclusive licence to Universal Music Australia Pty Ltd"
J_QGZspO4gg,17.14.11,Sia - Snowman,SiaVEVO,10,2017-11-09T15:45:05.000Z,Sia Snowman Holiday,1624771,84426,1130,5981,https://i.ytimg.com/vi/J_QGZspO4gg/default.jpg,FALSE,FALSE,FALSE,"Move over Frosty Snowman is here! Stream & download the song now https://fanlink.to/snowman\nPre-order Everyday Is Christmas, out November 17:https://sia.lnk.to/christmas\n\nUpcoming tour dates - http://siamusic.net/tour\n\nFollow Team Sia's Ear Candy on Spotify http://spoti.fi/1LMlB7X \nSubscribe to Sia on YouTube: http://bit.ly/1sudphS \nWebsite: http://siamusic.net \nTwitter: http://twitter.com/sia \nInstagram: http://instagram.com/SiaThisIsActing \nFacebook: http://facebook.com/siamusic \nSpotify: http://spoti.fi/1fKpbS0 \n\nPlaylist Best of Sia https://goo.gl/99ubCj \nSubscribe for more https://goo.gl/UA7cug\n\nMusic video by Sia performing Snowman. 2017 Monkey Puzzle Music, Inc., under exclusive license to Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States.\nBest of Sia: https://goo.gl/5UhyPz\nSubscribe here: https://goo.gl/68vUAG"
cUtYh_ZUjqc,17.14.11,You Know You’re British When… | The December Issue | British Vogue,British Vogue,24,2017-11-10T00:00:02.000Z,"Vogue|""Vogue Video""|""British Vogue""|""Vogue Magazine""|""Fashion""|""Style""|""British Style""|""British Fashion""|""British""|""Behind The Scenes""|""edward enninful""|""sadiq khan""|""millie bobby brown""|""naomi campbell""|""adwoa aboah""|""christopher bailey""|""victoria beckham""|""gwendoline christie""|""journdan dunn""|""edward enninful vogue""|""sadiq khan vogue""|""naomi campbell vogue""|""millie bobby brown vogue""|""adwoa aboah vogue""|""victoria beckham vogue""|""gwendoline christie vogue""|""jourdan dunn vogue""|""vogue december issue""",71231,1881,182,316,https://i.ytimg.com/vi/cUtYh_ZUjqc/default.jpg,FALSE,FALSE,FALSE,"In tribute to the December edition of Vogue – Edward Enninful’s first as editor-in-chief of the title, and a celebration of all things British – Vogue asks the stars of #NewVogue to share their views and complete the sentence “You know you're British when…”\nSubscribe to British Vogue's YouTube Channel ►► http://vogue.uk/YouTubeSubscribe\n \nSubscribe to British Vogue ►► http://vogue.uk/MagazineSubscribe\n\nCONNECT WITH BRITISH VOGUE\nWeb: http://po.st/BritishVogueVideo\nTwitter: http://po.st/TwitterBritishVogue\nFacebook: http://po.st/FacebookBritishVogue\nGoogle+: http://po.st/GoogleBritishVogue\nInstagram: http://po.st/InstagramBritishVogue\nPinterest: http://po.st/PinterestBritishVogue\nNewsletter: http://po.st/NewsletterBritishVogue\n\nABOUT BRITISH VOGUE\nBritish Vogue is the world’s leading premium lifestyle and fashion entertainment channel. Weekly releases and brand new original programming including short films, series and in-depth documentaries, British Vogue’s channel is the ultimate destination for unprecedented access into the world of fashion, beauty and culture.\n\nYou Know You’re British When… | The December Issue | British Vogue\nhttps://www.youtube.com/user/vogue"
